Winners,Joint Probability
000000000000000,0.0008262279503868288
000000000000001,0.0006129804358416255
000000000000010,0.0008887103028824735
000000000000011,0.0007513525256931082
000000000000100,0.00019062463738029118
000000000000101,0.00014142486132164312
000000000000110,4.213972322003463e-05
000000000000111,4.379984329318249e-06
000000000001000,0.001731160044036706
000000000001001,0.0012843516584114634
000000000001010,0.0018620766416260694
000000000001011,0.0015742767729619842
000000000001100,0.0008232916427958564
000000000001101,0.0006108019824184067
000000000001110,0.00038865945894240754
000000000001111,9.781304128128076e-05
000000000010000,2.4980045142891478e-05
000000000010001,1.8532753523847866e-05
000000000010010,2.267055413168501e-06
000000000010011,9.115366965757498e-08
000000000010100,5.97091493208547e-05
000000000010101,4.4298356594320405e-05
000000000010110,1.3199379999684556e-05
000000000010111,1.3719377617518093e-06
000000000011000,2.9870955987629316e-05
000000000011001,2.216133164186759e-05
000000000011010,2.7109283462421518e-06
000000000011011,1.0900089406872668e-07
000000000011100,0.00014717502763579132
000000000011101,0.00010918949491233381
000000000011110,6.947837635823553e-05
000000000011111,1.7485464816363787e-05
000000000100000,5.19204579944871e-05
000000000100001,6.014252883224908e-06
000000000100010,0.00022912840857451595
000000000100011,0.00019371465361898884
000000000100100,2.79193542368929e-05
000000000100101,3.234063473300635e-06
000000000100110,2.53220060825921e-05
000000000100111,2.6319581941611914e-06
000000000101000,0.0001087867123183867
000000000101001,1.2601406526246092e-05
000000000101010,0.00048008294283945414
000000000101011,0.0004058820185550453
000000000101100,8.470458550813446e-05
000000000101101,9.811831738247765e-06
000000000101110,0.00016405993984875317
000000000101111,4.1288591593002866e-05
000000000110000,4.7646487148142904e-06
000000000110001,5.519173631647927e-07
000000000110010,1.774107349528089e-06
000000000110011,7.133323443997335e-08
000000000110100,8.745149178942555e-06
000000000110101,1.0130022094426013e-06
000000000110110,7.93158462131404e-06
000000000110111,8.244054230403785e-07
000000000111000,5.697532219922081e-06
000000000111001,6.599787618316384e-07
000000000111010,2.1214646431559287e-06
000000000111011,8.529976203898269e-08
000000000111100,1.5142142911475062e-05
000000000111101,1.754003723796353e-06
000000000111110,2.932803508021717e-05
000000000111111,7.38091982581908e-06
000000001000000,0.0018090954585692398
000000001000001,0.0013421721235086362
000000001000010,0.0019459058147036105
000000001000011,0.0016451494304683583
000000001000100,0.0004173886463349913
000000001000101,0.00030966160637144153
000000001000110,9.226846158743152e-05
000000001000111,9.590343385338464e-06
000000001001000,0.003790520245964866
000000001001001,0.002812195776420068
000000001001010,0.004077173126733871
000000001001011,0.0034470111537175194
000000001001100,0.0018026661665980553
000000001001101,0.0013374022168590187
000000001001110,0.0008510025130153189
000000001001111,0.0002141698652145132
000000001010000,5.469590589582647e-05
000000001010001,4.057901965078658e-05
